011000001 NP ----NSF- Διδαχὴ Διδαχὴ διδαχή Διδαχή grc
011001003 RI ----NSF- ποία ποία ποία ποῖος grc
011001003 C- -------- γὰρ γὰρ γάρ γάρ grc
011001003 N- ----NSF- χάρις, χάρις χάρις χάρις grc
011001003 C- -------- ἐὰν ἐὰν ἐάν ἐάν grc
011001003 V- 2PAD-P-- ἀγαπᾶτε ἀγαπᾶτε ἀγαπᾶτε ἀγαπάω grc
011001003 RA ----APM- τοὺς τοὺς τούς ὁ grc
011001003 V- -PAPAPM- ἀγαπῶντας ἀγαπῶντας ἀγαπῶντας ἀγαπάω grc
011001003 RP ----AP-- ὑμᾶς; ὑμᾶς ὑμᾶς σύ grc
011001003 X- -------- οὐχὶ οὐχὶ οὐχί οὐχί grc
011001003 C- -------- καὶ καὶ καί καί grc
011001003 RA ----APN- τὰ τὰ τά ὁ grc
011001003 N- ----NPN- ἔθνη ἔθνη ἔθνη ἔθνος grc
011001003 RA ----ASN- τὸ τὸ τό ὁ grc
011001003 RP ----ASN- αὐτὸ αὐτὸ αὐτό αὐτός grc
011001003 V- 3PAI-P-- ποιοῦσιν; ποιοῦσιν ποιοῦσιν ποιέω grc
011001003 RP ----NP-- ὑμεῖς ὑμεῖς ὑμεῖς σύ grc
011001003 C- -------- δὲ δὲ δέ δέ grc
011001003 V- 2PAD-P-- ἀγαπᾶτε ἀγαπᾶτε ἀγαπᾶτε ἀγαπάω grc
011001003 RA ----APM- τοὺς τοὺς τούς ὁ grc
011001003 V- -PAPAPM- μισοῦντας μισοῦντας μισοῦντας μισέω grc
011001003 RP ----AP-- ὑμᾶς, ὑμᾶς ὑμᾶς σύ grc
011001003 C- -------- καὶ καὶ καί καί grc
011001003 D- -------- οὐχ οὐχ οὐ οὐ grc
011001003 V- 2FAI-P-- ἕξετε ἕξετε ἕξετε ἔχω grc
011001003 A- ----ASM- ἐχθρόν. ἐχθρόν ἐχθρόν ἐχθρός grc
011001004 V- 2PMD-S-- ἀπέχου ἀπέχου ἀπέχου ἀπέχομαι grc
011001004 RA ----GPM- τῶν τῶν τῶν ὁ grc
011001004 A- ----GPF- σαρκικῶν σαρκικῶν σαρκικῶν σαρκικός grc
011001004 C- -------- καὶ καὶ καί καί grc
011001004 A- ----GPF- σωματικῶν σωματικῶν σωματικῶν σωματικός grc
011001004 N- ----GPF- ἐπιθυμιῶν· ἐπιθυμιῶν ἐπιθυμιῶν ἐπιθυμία grc
011001004 C- -------- ἐάν ἐάν ἐάν ἐάν grc
011001004 RI ----NSM- τίς τίς τίς τίς grc
011001004 RP ----DS-- σοι σοι σοι σύ grc
011001004 V- 3AAS-S-- δῷ δῷ δῷ δίδωμι grc
011001004 N- ----ASN- ῥάπισμα ῥάπισμα ῥάπισμα ῥάπισμα grc
011001004 P- -------- εἰς εἰς εἰς εἰς grc
011001004 RA ----ASF- τὴν τὴν τήν ὁ grc
011001004 A- ----ASF- δεξιὰν δεξιὰν δεξιάν δεξιός grc
011001004 N- ----ASF- σιαγόνα, σιαγόνα σιαγόνα σιαγών grc
011001004 V- 2AAD-S-- στρέψον στρέψον στρέψον στρέφω grc
011001004 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός grc
011001004 C- -------- καὶ καὶ καί καί grc
011001004 RA ----ASF- τὴν τὴν τήν ὁ grc
011001004 A- ----ASF- ἄλλην, ἄλλην ἄλλην ἄλλος grc
011001004 C- -------- καὶ καὶ καί καί grc
011001004 V- 2FMI-S-- ἔσῃ ἔσῃ ἔσῃ εἰμί grc
011001004 A- ----NSM- τέλειος· τέλειος τέλειος τέλειος grc
011001004 C- -------- ἐὰν ἐὰν ἐάν ἐάν grc
011001004 V- 3AAS-S-- ἀγγαρεύσῃ ἀγγαρεύσῃ ἀγγαρεύσῃ ἀγγαρεύω grc
011001004 RP ----AS-- σέ σέ σέ σύ grc
011001004 RI ----NSM- τις τις τὶς τις grc
011001004 N- ----ASN- μίλιον μίλιον μίλιον μίλιον grc
011001004 A- ----NSN- ἕν, ἕν ἕν εἷς grc
011001004 V- 2PAD-S-- ὕπαγε ὕπαγε ὕπαγε ὑπάγω grc
011001004 D- -------- μετ’ μετ μετ μετ grc
011001004 RP ----GSM- αὐτοῦ αὐτοῦ αὐτοῦ αὐτός grc
011001004 A- ----APM- δύο· δύο δύο δύο grc
011001004 C- -------- ἐὰν ἐὰν ἐάν ἐάν grc
011001004 V- 3AAS-S-- ἄρῃ ἄρῃ ἄρῃ αἴρω grc
011001004 RI ----NSM- τις τις τὶς τις grc
011001004 RA ----ASN- τὸ τὸ τό ὁ grc
011001004 N- ----ASN- ἱμάτιόν ἱμάτιόν ἱμάτιον ἱμάτιον grc
011001004 RP ----GS-- σου, σου σου σύ grc
011001004 V- 2AAD-S-- δὸς δὸς δός δίδωμι grc
011001004 RP ----DSM- αὐτῷ αὐτῷ αὐτῷ αὐτός grc
011001004 C- -------- καὶ καὶ καί καί grc
011001004 RA ----ASM- τὸν τὸν τόν ὁ grc
011001004 N- ----ASM- χιτῶνα· χιτῶνα χιτῶνα χιτών grc
011001004 C- -------- ἐὰν ἐὰν ἐάν ἐάν grc
011001004 V- 3AAS-S-- λάβῃ λάβῃ λάβῃ λαμβάνω grc
011001004 RI ----NSM- τις τις τὶς τις grc
011001004 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό grc
011001004 RP ----GS-- σοῦ σοῦ σοῦ σύ grc
011001004 RA ----ASN- τὸ τὸ τό ὁ grc
011001004 A- ----ASN- σόν, σόν σόν σός grc
011001004 D- -------- μὴ μὴ μή μή grc
011001004 V- 2PAD-S-- ἀπαίτει· ἀπαίτει ἀπαίτει ἀπαιτέω grc
011001004 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011001004 C- -------- γὰρ γὰρ γάρ γάρ grc
011001004 V- 2PMI-S-- δύνασαι. δύνασαι δύνασαι δύναμαι grc
011001005 A- ----DSM- παντὶ παντὶ παντί πᾶς grc
011001005 RA ----DSM- τῷ τῷ τῷ ὁ grc
011001005 V- -PAPDSM- αἰτοῦντί αἰτοῦντί αἰτοῦντι αἰτέω grc
011001005 RP ----AS-- σε σε σε σύ grc
011001005 V- 2PAD-S-- δίδου δίδου δίδου δίδωμι grc
011001005 C- -------- καὶ καὶ καί καί grc
011001005 D- -------- μὴ μὴ μή μή grc
011001005 V- 2PAD-S-- ἀπαίτει· ἀπαίτει ἀπαίτει ἀπαιτέω grc
011001005 A- ----DPM- πᾶσι πᾶσι πᾶσι πᾶς grc
011001005 C- -------- γὰρ γὰρ γάρ γάρ grc
011001005 V- 3PAI-S-- θέλει θέλει θέλει θέλω grc
011001005 V- -PPN---- δίδοσθαι δίδοσθαι δίδοσθαι δίδωμι grc
011001005 RA ----NSM- ὁ ὁ ὁ ὁ grc
011001005 N- ----NSM- πατὴρ πατὴρ πατήρ πατήρ grc
011001005 P- -------- ἐκ ἐκ ἐκ ἐκ grc
011001005 RA ----GPM- τῶν τῶν τῶν ὁ grc
011001005 A- ----GPM- ἰδίων ἰδίων ἰδίων ἴδιος grc
011001005 N- ----GPN- χαρισμάτων. χαρισμάτων χαρισμάτων χάρισμα grc
011001005 A- ----NSM- μακάριος μακάριος μακάριος μακάριος grc
011001005 RA ----NSM- ὁ ὁ ὁ ὁ grc
011001005 V- -PAPNSM- διδοὺς διδοὺς διδούς δίδωμι grc
011001005 P- -------- κατὰ κατὰ κατά κατά grc
011001005 RA ----ASF- τὴν τὴν τήν ὁ grc
011001005 N- ----ASF- ἐντολήν· ἐντολήν ἐντολήν ἐντολή grc
011001005 A- ----NSM- ἀθῷος ἀθῷος ἀθῷος Ἄθῳος grc
011001005 C- -------- γάρ γάρ γάρ γάρ grc
011001005 V- 3PAI-S-- ἐστιν. ἐστιν ἐστίν εἰμί grc
011001005 X- -------- οὐαὶ οὐαὶ οὐαί οὐαί grc
011001005 RA ----DSM- τῷ τῷ τῷ ὁ grc
011001005 V- -PAPDSM- λαμβάνοντι· λαμβάνοντι λαμβάνοντι λαμβάνω grc
011001005 C- -------- εἰ εἰ εἰ εἰ grc
011001005 C- -------- μὲν μὲν μέν μέν grc
011001005 C- -------- γὰρ γὰρ γάρ γάρ grc
011001005 N- ----ASF- χρείαν χρείαν χρείαν χρεία grc
011001005 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω grc
011001005 V- 3PAI-S-- λαμβάνει λαμβάνει λαμβάνει λαμβάνω grc
011001005 RI ----NSM- τις, τις τὶς τις grc
011001005 A- ----NSM- ἀθῷος ἀθῷος ἀθῷος Ἄθῳος grc
011001005 V- 3FMI-S-- ἔσται· ἔσται ἔσται εἰμί grc
011001005 RA ----NSM- ὁ ὁ ὁ ὁ grc
011001005 C- -------- δὲ δὲ δέ δέ grc
011001005 D- -------- μὴ μὴ μή μή grc
011001005 N- ----ASF- χρείαν χρείαν χρείαν χρεία grc
011001005 V- -PAPNSM- ἔχων ἔχων ἔχων ἔχω grc
011001005 V- 3FAI-S-- δώσει δώσει δώσει δίδωμι grc
011001005 N- ----ASF- δίκην, δίκην δίκην δίκη grc
011001005 D- -------- ἱνατί ἱνατί ἱνατί ἱνατί grc
011001005 V- 3AAI-S-- ἔλαβε ἔλαβε ἔλαβε λαμβάνω grc
011001005 C- -------- καὶ καὶ καί καί grc
011001005 P- -------- εἰς εἰς εἰς εἰς grc
011001005 RI ----ASN- τί· τί τί τίς grc
011001005 P- -------- ἐν ἐν ἐν ἐν grc
011001005 N- ----DSF- συνοχῇ συνοχῇ συνοχῇ συνοχή grc
011001005 C- -------- δὲ δὲ δέ δέ grc
011001005 V- -AMPNSM- γενόμενος γενόμενος γενόμενος γίνομαι grc
011001005 V- 3FPI-S-- ἐξετασθήσεται ἐξετασθήσεται ἐξετασθήσεται ἐξεταίσω grc
011001005 P- -------- περὶ περὶ περί περί grc
011001005 RR ----GPN- ὧν ὧν ὧν ὅς grc
011001005 V- 3AAI-S-- ἔπραξε, ἔπραξε ἔπραξε πράσσω grc
011001005 C- -------- καὶ καὶ καί καί grc
011001005 D- -------- οὐκ οὐκ οὐ οὐ grc
011001005 V- 3FMI-S-- ἐξελεύσεται ἐξελεύσεται ἐξελεύσεται ἐξέρχομαι grc
011001005 D- -------- ἐκεῖθεν, ἐκεῖθεν ἐκεῖθεν ἐκεῖθεν grc
011001005 P- -------- μέχρις μέχρις μέχρις μέχρι(ς) grc
011001005 RR ----GSM- οὗ οὗ οὗ ὅς grc
011001005 V- 3AAS-S-- ἀποδῷ ἀποδῷ ἀποδῷ ἀποδίδωμι grc
011001005 RA ----ASM- τὸν τὸν τόν ὁ grc
011001005 A- ----ASM- ἔσχατον ἔσχατον ἔσχατον ἔσχατος grc
011001005 N- ----ASM- κοδράντην. κοδράντην κοδράντην κοδράντης grc
011001006 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά grc
011001006 C- -------- καὶ καὶ καί καί grc
011001006 P- -------- περὶ περὶ περί περί grc
011001006 RD ----GSM- τούτου τούτου τούτου οὗτος grc
011001006 C- -------- δὲ δὲ δέ δέ grc
011001006 V- 3API-S-- εἴρηται· εἴρηται εἴρηται λέγω grc
011001006 V- 3AAD-S-- Ἱδρωσάτω Ἱδρωσάτω ἱδρωσάτω Ἱδρωσάτω grc
011001006 RA ----NSF- ἡ ἡ ἡ ὁ grc
011001006 N- ----NSF- ἐλεημοσύνη ἐλεημοσύνη ἐλεημοσύνη ἐλεημοσύνη grc
011001006 RP ----GS-- σου σου σου σύ grc
011001006 P- -------- εἰς εἰς εἰς εἰς grc
011001006 RA ----APF- τὰς τὰς τάς ὁ grc
011001006 N- ----APF- χεῖράς χεῖράς χεῖρας χείρ grc
011001006 RP ----GS-- σου, σου σου σύ grc
011001006 P- -------- μέχρις μέχρις μέχρις μέχρι(ς) grc
011001006 X- -------- ἂν ἂν ἄν ἄν grc
011001006 V- 2AAS-S-- γνῷς, γνῷς γνῷς γινώσκω grc
011001006 RI ----DSM- τίνι τίνι τίνι τίς grc
011001006 V- 2AAS-S-- δῷς. δῷς δῷς δίδωμι grc
011002001 A- ----NSF- Δευτέρα Δευτέρα δευτέρα δεύτερος grc
011002001 C- -------- δὲ δὲ δέ δέ grc
011002001 N- ----NSF- ἐντολὴ ἐντολὴ ἐντολή ἐντολή grc
011002001 RA ----GSF- τῆς τῆς τῆς ὁ grc
011002001 N- ----GSF- διδαχῆς· διδαχῆς διδαχῆς διδαχή grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- φονεύσεις, φονεύσεις φονεύσεις φονεύω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- μοιχεύσεις, μοιχεύσεις μοιχεύσεις μοιχεύω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- παιδοφθορήσεις, παιδοφθορήσεις παιδοφθορήσεις παιδοφθορέω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- πορνεύσεις, πορνεύσεις πορνεύσεις πορνεύω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- κλέψεις, κλέψεις κλέψεις κλέπτω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- μαγεύσεις, μαγεύσεις μαγεύσεις μαγεύω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- φαρμακεύσεις, φαρμακεύσεις φαρμακεύσεις φαρμακεύσω grc
011002002 D- -------- οὐ οὐ οὐ οὐ grc
011002002 V- 2FAI-S-- φονεύσεις φονεύσεις φονεύσεις φονεύω grc
011002002 N- ----ASN- τέκνον τέκνον τέκνον τέκνον grc
011002002 P- -------- ἐν ἐν ἐν ἐν grc
011002002 N- ----DSF- φθορᾷ, φθορᾷ φθορᾷ φθορά grc
011002002 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002002 V- -APPNSN- γεννηθὲν γεννηθὲν γεννηθέν γεννάω grc
011002002 V- 2FAI-S-- ἀποκτενεῖς, ἀποκτενεῖς ἀποκτενεῖς ἀποκτενέω grc
011002002 D- -------- οὐκ οὐκ οὐ οὐ grc
011002002 V- 2FAI-S-- ἐπιθυμήσεις ἐπιθυμήσεις ἐπιθυμήσεις ἐπιθυμέω grc
011002002 RA ----APN- τὰ τὰ τά ὁ grc
011002002 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc
011002002 D- -------- πλησίον. πλησίον πλησίον πλησίον grc
011002003 D- -------- οὐκ οὐκ οὐ οὐ grc
011002003 V- 2FAI-S-- ἐπιορκήσεις, ἐπιορκήσεις ἐπιορκήσεις ἐπιορκέω grc
011002003 D- -------- οὐ οὐ οὐ οὐ grc
011002003 V- 2FAI-S-- ψευδομαρτυρήσεις, ψευδομαρτυρήσεις ψευδομαρτυρήσεις ψευδομαρτυρέω grc
011002003 D- -------- οὐ οὐ οὐ οὐ grc
011002003 V- 2FAI-S-- κακολογήσεις, κακολογήσεις κακολογήσεις κακολογέω grc
011002003 D- -------- οὐ οὐ οὐ οὐ grc
011002003 V- 2FAI-S-- μνησικακήσεις. μνησικακήσεις μνησικακήσεις μνησικακέω grc
011002004 D- -------- οὐκ οὐκ οὐ οὐ grc
011002004 V- 2FMI-S-- ἔσῃ ἔσῃ ἔσῃ εἰμί grc
011002004 A- ----NSMC διγνώμων διγνώμων διγνώμων διγνώμων grc
011002004 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002004 N- ----NSF- δίγλωσσος· δίγλωσσος δίγλωσσος δίγλωσσος grc
011002004 N- ----NSF- παγὶς παγὶς παγίς παγίς grc
011002004 C- -------- γὰρ γὰρ γάρ γάρ grc
011002004 N- ----GSM- θανάτου θανάτου θανάτου θάνατος grc
011002004 RA ----NSF- ἡ ἡ ἡ ὁ grc
011002004 N- ----NSF- διγλωσσία. διγλωσσία διγλωσσία διγλωσσία grc
011002005 D- -------- οὐκ οὐκ οὐ οὐ grc
011002005 V- 3FMI-S-- ἔσται ἔσται ἔσται εἰμί grc
011002005 RA ----NSM- ὁ ὁ ὁ ὁ grc
011002005 N- ----NSM- λόγος λόγος λόγος λόγος grc
011002005 RP ----GS-- σου σου σου σύ grc
011002005 A- ----NSM- ψευδής, ψευδής ψευδής ψευδής grc
011002005 D- -------- οὐ οὐ οὐ οὐ grc
011002005 A- ----NSM- κενός, κενός κενός κενός grc
011002005 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά grc
011002005 V- -APPNSM- μεμεστωμένος μεμεστωμένος μεμεστωμένος μεμεστωμένος grc
011002005 N- ----DSF- πράξει. πράξει πράξει πρᾶξις grc
011002006 D- -------- οὐκ οὐκ οὐ οὐ grc
011002006 V- 2FMI-S-- ἔσῃ ἔσῃ ἔσῃ εἰμί grc
011002006 N- ----NSM- πλεονέκτης πλεονέκτης πλεονέκτης πλεονέκτης grc
011002006 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002006 A- ----NSM- ἅρπαξ ἅρπαξ ἅρπαξ ἅρπαξ grc
011002006 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002006 N- ----NSM- ὑποκριτὴς ὑποκριτὴς ὑποκριτής ὑποκριτής grc
011002006 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002006 A- ----NSM- κακοήθης κακοήθης κακοήθης κακοήθης grc
011002006 C- -------- οὐδὲ οὐδὲ οὐδέ οὐδέ grc
011002006 A- ----NSM- ὑπερήφανος. ὑπερήφανος ὑπερήφανος ὑπερήφανος grc
011002006 D- -------- οὐ οὐ οὐ οὐ grc
011002006 V- 3FAI-P-- λήψῃ λήψῃ λήψῃ λαμβάνω grc
011002006 N- ----ASF- βουλὴν βουλὴν βουλήν βουλή grc
011002006 A- ----ASF- πονηρὰν πονηρὰν πονηράν πονηρός grc
011002006 P- -------- κατὰ κατὰ κατά κατά grc
011002006 RA ----GSM- τοῦ τοῦ τοῦ ὁ grc
011002006 D- -------- πλησίον πλησίον πλησίον πλησίον grc
011002006 RP ----GS-- σου. σου σου σύ grc
011002007 D- -------- οὐ οὐ οὐ οὐ grc
011002007 V- 2FAI-S-- μισήσεις μισήσεις μισήσεις μισέω grc
011002007 A- ----APN- πάντα πάντα πάντα πᾶς grc
011002007 N- ----ASM- ἄνθρωπον, ἄνθρωπον ἄνθρωπον ἄνθρωπος grc
011002007 C- -------- ἀλλὰ ἀλλὰ ἀλλά ἀλλά grc
011002007 RR ----APM- οὓς οὓς οὕς ὅς grc
011002007 C- -------- μὲν μὲν μέν μέν grc
011002007 V- 2FAI-S-- ἐλέγξεις, ἐλέγξεις ἐλέγξεις ἔλεγξες grc
011002007 P- -------- περὶ περὶ περί περί grc
011002007 C- -------- δὲ δὲ δέ δέ grc
011002007 RR ----GPN- ὧν ὧν ὧν ὅς grc
011002007 V- 3AAS-S-- προσεύξῃ, προσεύξῃ προσεύξῃ προσεύξομαι grc
011002007 RR ----APM- οὓς οὓς οὕς ὅς grc
011002007 C- -------- δὲ δὲ δέ δέ grc
011002007 V- 2FAI-S-- ἀγαπήσεις ἀγαπήσεις ἀγαπήσεις ἀγαπάω grc
011002007 P- -------- ὑπὲρ ὑπὲρ ὑπέρ ὑπέρ grc
011002007 RA ----ASF- τὴν τὴν τήν ὁ grc
011002007 N- ----ASF- ψυχήν ψυχήν ψυχήν ψυχή grc
011002007 RP ----GS-- σου. σου σου σύ grc
011003001 N- ----VSN- Τέκνον Τέκνον τέκνον τέκνον grc
011003001 RP ----GS-- μου, μου μου ἐγώ grc
011003001 V- 2PAD-S-- φεῦγε φεῦγε φεῦγε φεύγω grc
011003001 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό grc
011003001 A- ----GSM- παντὸς παντὸς παντός πᾶς grc
011003001 A- ----GSM- πονηροῦ πονηροῦ πονηροῦ πονηρός grc
011003001 C- -------- καὶ καὶ καί καί grc
011003001 P- -------- ἀπὸ ἀπὸ ἀπό ἀπό grc
011003001 A- ----GSM- παντὸς παντὸς παντός πᾶς grc
011003001 A- ----GSM- ὁμοίου ὁμοίου ὁμοίου ὅμοιος grc
011003001 RP ----GSM- αὐτοῦ. αὐτοῦ αὐτοῦ αὐτός grc
011003002 D- -------- μὴ μὴ μή μή grc
011003002 V- 2PMD-S-- γίνου γίνου γίνου γίνομαι grc
011003002 N- ----NSM- ὀργίλος, ὀργίλος ὀργίλος ὀργίλος grc
011003002 V- 3PAI-S-- ὁδηγεῖ ὁδηγεῖ ὁδηγεῖ ὁδηγέω grc
011003002 C- -------- γὰρ γὰρ γάρ γάρ grc
011003002 RA ----NSF- ἡ ἡ ἡ ὁ grc
011003002 N- ----NSF- ὀργὴ ὀργὴ ὀργή ὀργή grc
011003002 P- -------- πρὸς πρὸς πρός πρός grc
011003002 RA ----ASM- τὸν τὸν τόν ὁ grc
011003002 N- ----ASM- φόνον, φόνον φόνον φόνος grc
011003002 C- -------- μηδὲ μηδὲ μηδέ μηδέ grc
011003002 N- ----NSM- ζηλωτὴς ζηλωτὴς ζηλωτής ζηλωτής grc
011003002 C- -------- μηδὲ μηδὲ μηδέ μηδέ grc
011003002 A- ----NSM- ἐριστικὸς ἐριστικὸς ἐριστικός ἐριστικός grc
011003002 C- -------- μηδὲ μηδὲ μηδέ μηδέ grc
011003002 A- ----NSM- θυμικός· θυμικός θυμικός θυμικός grc
011003002 P- -------- ἐκ ἐκ ἐκ ἐκ grc
011003002 C- -------- γὰρ γὰρ γάρ γάρ grc
011003002 RD ----GPN- τούτων τούτων τούτων οὗτος grc
011003002 A- ----GPN- ἁπάντων ἁπάντων ἁπάντων ἅπας grc
011003002 N- ----NPM- φόνοι φόνοι φόνοι φόνος grc
011003002 V- 3PMI-P-- γεννῶνται. γεννῶνται γεννῶνται γεννάω grc
011003003 N- ----ASN- τέκνον τέκνον τέκνον τέκνον grc
011003003 RP ----GS-- μου, μου μου ἐγώ grc
